Full_Name,Age,Birthday,Gender,Barangay,Civil_Status,Educational_Attainment,Employment_Status,Monthly_Income,Number_of_Dependents,With_Minor,With_PWD,Disability_Category,Type_of_Solo_Parent,Duration_Months,Is_Pregnant,Youngest_Child_Age,Receiving_Other_Govt_Cash_Aid,Formal_PhilHealth_Member,Dependent_Currently_Studying,Below_Poverty_Line,Eligibility,Cash_Subsidy_Sec15a,VAT_Discount_Sec15b,PhilHealth_Coverage_Sec15c,Livelihood_Priority_Sec15d,Housing_Priority_Sec15e,Educational_Support_Sec9,Priority_Level,Recommendation,Remarks
Rowena Ocampo,20,11/12/2006,F,San Pablo Norte,Widow,College,Unemployed,14665,1,Yes,No,N/A,Physical or mental incapacity of spouse,18,0,9,No,Yes,Yes,Yes,Eligible,Yes,No,No,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Julius Castillo,47,09/18/1979,M,San Juan,Separated,College,Part-Time,12418,4,No,No,N/A,Detention of spouse (3+ months) or serving sentence,28,0,7,Yes,No,Yes,Yes,Eligible,No,No,Yes,Yes,Yes,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Noel Pascual,67,11/10/1958,M,Calios,Married,Vocational,Unemployed,13211,1,Yes,No,N/A,Unmarried parent who keeps and rears the child,5,0,2,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Editha Ocampo,66,04/23/1960,F,San Pablo Norte,Married,Elementary,Employed,26331,5,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,1,0,7,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 1 month(s); RA 11861 requires at least 3 month(s) for this category.
Ana Del Rosario,34,02/19/1992,F,Calios,Separated,High School,Employed,37391,0,No,No,N/A,Relative within 4th civil degree assuming care,14,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Vicente Rivera,60,08/04/1966,M,Duhat,Widow,Postgraduate,Unemployed,9008,1,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,8,0,0,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Efren Castillo,50,11/13/1976,M,Alipit,Married,Postgraduate,Self-Employed,31630,0,No,No,N/A,Birth of child due to rape,4,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ferdinand Santos,39,09/27/1986,M,Santisima Cruz,Annulled,Postgraduate,Self-Employed,17124,0,No,No,N/A,Birth of child due to rape,39,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rosalinda Reyes,25,05/31/2000,F,Bubukal,Widow,College,Employed,11568,2,No,No,N/A,Abandonment by spouse,29,0,8,Yes,No,Yes,Yes,Eligible,No,No,Yes,No,Yes,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Efren Bautista,26,07/10/2000,M,San Pablo Sur,Married,High School,Part-Time,9282,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,24,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Leonora Villanueva,48,06/27/1978,F,Calios,Separated,High School,Part-Time,18028,3,Yes,Yes,Sensory (Visual/Hearing),Birth of child due to rape,9,0,5,No,Yes,No,No,Eligible,No,Yes,No,Yes,No,No,Medium,"VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d)",
Ramon Garcia,20,12/20/2005,M,San Juan,Single,High School,Employed,29583,0,No,No,N/A,Death of spouse,45,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Carlito Ocampo,57,04/09/1969,M,San Juan,Widow,Elementary,Unemployed,14349,0,No,Yes,Intellectual/Developmental,Spouse/family member/guardian of an OFW,50,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rowena Reyes,58,03/11/1968,F,San Juan,Married,High School,Employed,31059,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,46,0,,Yes,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Jose Pascual,43,10/02/1983,M,Duhat,Married,College,Part-Time,8957,3,Yes,No,N/A,Legal or de facto separation,53,0,2,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Ana Aquino,21,05/29/2004,F,Patimbao,Annulled,Elementary,Unemployed,5660,0,No,No,N/A,Spouse/family member/guardian of an OFW,21,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ana Fernandez,57,04/08/1968,F,Bubukal,Separated,Postgraduate,Part-Time,10674,2,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,50,0,1,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Nestor Santos,61,06/06/1964,F,San Juan,Widow,Vocational,Unemployed,12967,0,No,No,N/A,Abandonment by spouse,9,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Precious Torres,67,04/30/1959,F,Patimbao,Separated,High School,Part-Time,18460,2,Yes,No,N/A,"Legal guardian, adoptive, or foster parent",4,0,6,No,Yes,Yes,No,Eligible,No,Yes,No,Yes,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Dominador Villanueva,45,12/24/1981,M,Bubukal,Widow,Postgraduate,Part-Time,7945,2,Yes,No,N/A,Death of spouse,42,0,7,No,Yes,Yes,Yes,Eligible,Yes,No,No,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Josephine Ramos,37,03/22/1989,F,Alipit,Widow,Vocational,Part-Time,7317,4,Yes,No,N/A,Birth of child due to rape,42,0,9,No,No,Yes,Yes,Eligible,Yes,No,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Dominador Garcia,38,05/23/1987,M,Bagumbayan,Married,Postgraduate,Part-Time,10309,0,No,Yes,Intellectual/Developmental,Unmarried parent who keeps and rears the child,6,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Gilbert Flores,40,03/10/1986,M,Duhat,Married,Postgraduate,Unemployed,15984,5,Yes,No,N/A,Legal or de facto separation,2,0,6,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Legal or de facto separation' but duration is only 2 month(s); RA 11861 requires at least 6 month(s) for this category.
Josephine Salazar,21,01/20/2005,F,Bubukal,Separated,Elementary,Employed,24510,2,Yes,No,N/A,Birth of child due to rape,22,0,6,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Mark Cruz,38,02/27/1988,M,Bagumbayan,Single,Vocational,Employed,32400,0,No,Yes,Intellectual/Developmental,Unmarried parent who keeps and rears the child,20,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Leonora Santos,33,08/24/1993,F,Santisima Cruz,Separated,Vocational,Part-Time,13641,2,No,No,N/A,Death of spouse,46,0,5,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Noel Aquino,42,09/06/1984,M,Duhat,Separated,High School,Employed,28727,4,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",30,0,2,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Efren Gonzales,22,09/05/2003,F,Duhat,Widow,College,Employed,20945,1,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,9,No,No,Yes,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Malou Pascual,39,08/29/1986,F,San Pablo Norte,Widow,College,Unemployed,6239,0,No,No,N/A,Relative within 4th civil degree assuming care,6,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Divina Flores,19,11/29/2006,F,Alipit,Annulled,Elementary,Self-Employed,7449,3,No,Yes,Intellectual/Developmental,Detention of spouse (3+ months) or serving sentence,22,1,2,Yes,No,Yes,Yes,Eligible,No,Yes,Yes,No,Yes,Yes,High,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Cristina Garcia,18,10/11/2007,F,Labuin,Annulled,Postgraduate,Unemployed,9537,0,No,No,N/A,Death of spouse,58,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Vicente Garcia,38,01/31/1987,M,San Pablo Norte,Married,Vocational,Self-Employed,29998,4,Yes,Yes,Mental/Psychosocial,Detention of spouse (3+ months) or serving sentence,2,0,2,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 2 month(s); RA 11861 requires at least 3 month(s) for this category.
Danilo Cruz,63,07/04/1963,M,San Pablo Norte,Separated,Postgraduate,Employed,17138,2,No,No,N/A,Relative within 4th civil degree assuming care,5,0,8,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Relative within 4th civil degree assuming care' but duration is only 5 month(s); RA 11861 requires at least 6 month(s) for this category.
Christian Castillo,55,08/19/1970,M,Duhat,Widow,Elementary,Self-Employed,22981,0,No,No,N/A,Spouse/family member/guardian of an OFW,49,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Efren Cruz,20,04/05/2005,M,Duhat,Widow,Postgraduate,Employed,44244,5,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",7,0,7,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Arnel Aquino,44,07/04/1981,M,Santisima Cruz,Annulled,Postgraduate,Self-Employed,30516,0,No,No,N/A,Birth of child due to rape,46,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Marites Castillo,22,03/30/2004,F,Calios,Married,Elementary,Unemployed,4559,4,Yes,No,N/A,Physical or mental incapacity of spouse,14,0,6,Yes,No,Yes,Yes,Eligible,No,Yes,Yes,Yes,Yes,Yes,High,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Luzviminda Gonzales,30,12/22/1995,F,Labuin,Widow,Elementary,Self-Employed,31373,3,Yes,No,N/A,Physical or mental incapacity of spouse,57,0,6,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Rowena Salazar,36,09/23/1989,F,Santisima Cruz,Separated,Elementary,Part-Time,19886,2,Yes,No,N/A,Abandonment by spouse,4,0,0,No,No,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Abandonment by spouse' but duration is only 4 month(s); RA 11861 requires at least 6 month(s) for this category.
Josephine Reyes,67,01/26/1958,F,Bubukal,Annulled,Elementary,Part-Time,13722,2,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,1,0,2,No,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 1 month(s); RA 11861 requires at least 3 month(s) for this category.
Divina Cruz,55,12/03/1970,F,Bubukal,Single,College,Self-Employed,21211,0,No,No,N/A,Death of spouse,46,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Noel Torres,26,12/01/2000,F,Alipit,Separated,College,Self-Employed,29807,0,No,Yes,Intellectual/Developmental,Detention of spouse (3+ months) or serving sentence,45,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rosalinda Villanueva,56,01/30/1969,F,Bubukal,Annulled,Vocational,Employed,25750,2,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,18,0,9,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Vicente Aquino,32,02/01/1993,M,Bubukal,Separated,Postgraduate,Employed,18158,0,No,No,N/A,Abandonment by spouse,39,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Malou Ramos,39,08/10/1987,F,San Pablo Norte,Separated,Elementary,Part-Time,13340,0,No,No,N/A,Spouse/family member/guardian of an OFW,41,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Teresa Rivera,20,04/04/2005,F,Calios,Married,Elementary,Part-Time,10208,0,No,No,N/A,Birth of child due to rape,52,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ronald Reyes,65,02/12/1960,M,San Pablo Norte,Widow,Postgraduate,Self-Employed,39393,0,No,No,N/A,Death of spouse,14,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Dominador Torres,35,12/22/1990,M,Alipit,Married,High School,Unemployed,13064,2,Yes,No,N/A,Abandonment by spouse,25,0,6,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Rosalinda Mendoza,35,09/02/1990,F,San Juan,Separated,Vocational,Employed,41519,2,Yes,No,N/A,Unmarried parent who keeps and rears the child,8,0,5,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Carlito Reyes,55,12/18/1970,M,Bubukal,Married,Elementary,Part-Time,15210,0,No,No,N/A,"Legal guardian, adoptive, or foster parent",43,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Cristina Flores,18,12/08/2008,F,Bubukal,Widow,Vocational,Unemployed,3806,3,No,No,N/A,"Legal guardian, adoptive, or foster parent",35,0,9,No,No,No,Yes,Eligible,Yes,No,Yes,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Christian Dela Cruz,56,03/23/1969,M,Santisima Cruz,Separated,College,Employed,20109,0,No,No,N/A,"Legal guardian, adoptive, or foster parent",45,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Jose Castillo,39,05/12/1987,M,Bubukal,Annulled,Vocational,Employed,27524,0,No,No,N/A,Spouse/family member/guardian of an OFW,47,0,,Yes,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Grace Fernandez,60,04/30/1966,F,Bagumbayan,Separated,Vocational,Self-Employed,5298,0,No,No,N/A,Spouse/family member/guardian of an OFW,57,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Carlito Reyes,61,03/21/1965,M,Duhat,Married,Postgraduate,Part-Time,16278,0,No,No,N/A,Birth of child due to rape,11,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ronald Ramos,57,12/03/1968,M,San Juan,Married,College,Part-Time,19091,2,No,Yes,Sensory (Visual/Hearing),Detention of spouse (3+ months) or serving sentence,0,0,3,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 0 month(s); RA 11861 requires at least 3 month(s) for this category.
Mark Salazar,45,11/11/1980,M,Santisima Cruz,Separated,High School,Employed,19242,1,No,Yes,Intellectual/Developmental,Detention of spouse (3+ months) or serving sentence,42,0,5,No,No,Yes,No,Eligible,No,Yes,Yes,No,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Roberto Mendoza,35,07/05/1991,M,Bagumbayan,Annulled,High School,Part-Time,4979,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,8,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Editha Flores,28,07/03/1997,F,Bagumbayan,Single,College,Unemployed,14167,3,Yes,No,N/A,Physical or mental incapacity of spouse,45,0,6,Yes,Yes,Yes,Yes,Eligible,No,Yes,No,Yes,Yes,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Mark Flores,42,05/10/1983,M,Alipit,Annulled,High School,Employed,30838,2,No,No,N/A,"Legal guardian, adoptive, or foster parent",55,0,8,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Analyn Fernandez,36,01/30/1989,F,Bagumbayan,Separated,Postgraduate,Part-Time,11544,2,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,8,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Ana Mendoza,57,05/23/1968,F,Labuin,Separated,Elementary,Employed,29672,2,Yes,No,N/A,Abandonment by spouse,3,0,1,Yes,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Abandonment by spouse' but duration is only 3 month(s); RA 11861 requires at least 6 month(s) for this category.
Analyn Garcia,31,02/22/1994,F,Calios,Married,Postgraduate,Employed,21917,2,No,No,N/A,Relative within 4th civil degree assuming care,4,0,6,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Relative within 4th civil degree assuming care' but duration is only 4 month(s); RA 11861 requires at least 6 month(s) for this category.
Maria Mendoza,34,02/02/1991,F,San Pablo Sur,Separated,Postgraduate,Self-Employed,22841,0,No,No,N/A,Death of spouse,48,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Noel Ramos,26,02/16/1999,M,Santisima Cruz,Married,Elementary,Unemployed,15631,3,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",32,0,9,No,No,No,No,Eligible,Yes,No,Yes,Yes,No,No,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Ronald Villanueva,68,01/14/1957,M,Bubukal,Married,High School,Part-Time,15967,5,Yes,Yes,Sensory (Visual/Hearing),Physical or mental incapacity of spouse,0,0,8,No,No,No,No,Eligible,Yes,No,Yes,Yes,No,No,High,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Corazon Rivera,52,04/27/1974,F,San Pablo Norte,Annulled,Elementary,Self-Employed,3069,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,2,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Malou Pascual,34,06/18/1991,F,Labuin,Widow,Elementary,Employed,22307,5,No,No,N/A,Birth of child due to rape,18,0,1,No,No,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
